name,street,housenumber,postcode,city,district_guess,lat,lon,is_chain,dist_to_kufstein_km,competitors_within_10km,nearest_competitor_km,website,phone
Brauer Augenoptik,Maximilianstraße,18,85290,Geisenfeld,,48.6851065,11.6128172,False,129.22579680990108,4,0.052519973045615086,https://brauer-augenoptik.de,+49 8452 7345565
Brille & Linse,Dachauer Straße,280,80992,München,,48.181583,11.5112402,False,82.55211948419226,143,0.16558781316414745,,
Brille & Linse,Dachauer Straße,421,80992,München,,48.1802991,11.5123717,False,82.38747409941185,142,0.16558781316414745,,
Brille & Optik,,,,,,48.1494797,11.4593905,False,82.14194555364588,130,0.186303186829779,,+49 89 88 83 85
Brillen Berner,,,,,,48.1199455,11.4913636,False,78.10281174651405,149,1.0777572820050239,,
Brillen Burg,,,,,,48.5609563,11.2646042,False,127.71007336333557,2,0.047328897406445344,https://www.brillen-burg.com/index.php/brillen-burg.html,+49 8252 1523
Brillen Häusler,Am Schützeneck,10,81241,,,48.1480069,11.4605877,False,81.95955839720774,130,0.062309441834166666,http://www.brillen-haeusler.de/,+49 89 886561
Brillen Müller,Ingolstädter Straße,30,85077,Manching,,48.7171606,11.4896944,False,135.71384915696888,16,5.017547784334016,https://www.mueller-manching.de/,+49 8459 2324
Brillen Müller,Fürstenrieder Straße,53,80686,München,,48.1364684,11.503329,False,78.9476071594039,151,2.040635366122237,https://www.brillenmueller.de,
Brillen Scheere,,,,,,48.6036986,11.6263803,False,120.34971662122935,4,4.321126431158667,,
Brillen Schneider,Amalienstraße,33,80799,München,,48.1480014,11.5767472,False,76.67823690288245,150,0.1700990751425309,,
Brillen Schneider,Türkenstraße,23,80799,München,,48.148817,11.5748075,False,76.83537556306612,150,0.1700990751425309,,
Brillen Wachter,Hauptstraße,29,82256,Fürstenfeldbruck,,48.1791942,11.2543373,False,94.97152044938417,17,0.05176518153446707,https://www.brillen-wachter.de/,
Brillen Winkler,Züricher Straße,37,81476,München,,48.0945531,11.4991261,False,75.59256100000448,151,1.5111226731092942,https://brillen-winkler.de/,
Brillen Winkler,Heiglhofstraße,4,81377,München,,48.1150287,11.478852,False,78.29628941791263,147,1.0777572820050239,https://brillen-winkler.de/filialen/heiglhof/,+49 89 7409511
Brillen Wohlfarth,,,,,,47.8510575,12.1241741,False,29.942806230918006,17,0.3065954851362625,,
Brillen-Atelier,,,,,,48.1995017,11.3733749,False,90.51750810359786,31,2.929158002357248,https://brillenatelier-groebenzell.de/,
Brillen-Galerie,,,,,,48.2979711,11.6246865,False,89.13547612313445,14,0.07955542045428382,,
Brillenhaus Högl,Nymphenburger Straße,155,80634,München,,48.1523601,11.5343646,False,78.92229379900682,150,0.04900275003273005,,
Burg Optik Sichtbetont,Rosenstraße,C 109,86633,Neuburg an der Donau,,48.735138,11.182102,False,147.43425761942555,3,0.08323493242977864,,
ByEder,Berliner Straße,15,84478,Waldkraiburg,,48.2071795,12.4029649,False,71.57362932092143,7,0.08269148674775842,https://byeder.com/,+49 8638 810310
Bücheler,Am Kurpark,,82467,Garmisch-Partenkirchen,,47.4934212,11.0887419,False,81.5336628031939,5,0.16982252619526209,,
Camby Optic,,,,,,47.9132149,11.4277858,False,66.31617340835659,5,0.1804989930419468,https://www.cambyoptic.de/,
Caroline Heussen,Buttermelcherstraße,3,80469,München,,48.1329141,11.5772029,False,75.29447806546213,160,0.1133122381781776,,
Carpion,,,,,,47.7626241,12.6464777,False,41.08603846065165,1,7.506228272661647,,
City Optik,,,,,,48.137837,11.56456,False,76.28978899709722,155,0.10410914433524619,,
CityOptik Wildmoser,,,,,,48.5306493,11.5075,False,116.17518829565346,5,0.1286423309875122,,
Colin,,,,,,48.1052387,11.76547,False,65.30586223816,31,0.08385881280780381,,
DOCKs. Optic & Akustic GmbH,Kurfürstenplatz,3,80796,München,,48.1597095,11.5746268,False,77.83473324471555,147,0.4716774338772669,,
Das Brillenhaus 17,,,,,,48.1339801,11.3840168,False,84.61204750221901,41,1.516697303588571,,
Der Alpenoptiker,Chamonixstraße,11,82467,Garmisch-Partenkirchen,,47.4946877,11.0944226,False,81.09227450368957,5,0.09629695264002423,,
Der Brillenmacher,Obere Hauptstraße,13,85354,Freising,,48.3999726,11.7429602,False,96.12858010830627,9,0.04700166566536761,https://www.der-brillenmacher.com/,+49 8161 50580
Der Brillenmacher,Bahnhofstraße,117,82269,Geltendorf,,48.1112515,11.0363122,False,102.76964694016351,0,13.524479639530853,,
Der Optiker,Bahnhofplatz,1,85598,Vaterstetten,,48.0972099,11.7856494,False,63.82975074422521,28,0.14938943645378858,,
Dick Optik,,,,,,48.1681518,11.5652667,False,79.00177988335729,142,0.8802095325696773,,
Die Brille,Untere Hauptstraße,24,85354,Freising,,48.4013183,11.7462545,False,96.18980230544312,9,0.019337297048608988,,+49 8161 3738
Die Brille,Hauptstraße,5,82223,Eichenau,,48.1716266,11.3225364,False,90.79198073309584,22,0.2850027541881446,https://die-brille-olching.de/,+49 8141 71303
Die Brille,,,,,,48.2129239,11.3393641,False,93.30373035342546,23,0.7983065408605108,,
Die Brillenecke,,,,,,48.0886436,10.852226,False,113.06234507078092,7,0.04551952814009944,,
Die Brillenfabrik München,Vesaliusstraße,10,80999,München,,48.1896201,11.4650493,False,85.33885859156155,103,0.6200750753533159,https://brillenfabrik.de/muenchen-allach/,+49 89 81896811
Die Brillenmacher,,,,,,48.1049146,11.4159165,False,80.64328173774399,51,0.030929242782806024,,
Die Optikerin,Bahnhofstraße,8,83093,Bad Endorf,,47.9074775,12.2992247,False,37.38405994472927,2,6.686046027299375,,
Dirk Ibrom,Hauptstraße,4,,,,49.0337878,11.4748229,False,169.20755022614853,2,0.15323950165185338,,
Dr. Sonner Dr. Pach,Kirchplatz,6,82049,Pullach i. Isartal,,48.0566683,11.5230225,False,71.27533178329257,85,0.009260840278704266,,
Drums Augenoptik,Obere Bahnhofstraße,11,85604,Zorneding,,48.0875772,11.8308843,False,61.420386492247204,10,3.4664527834463206,https://drums-augenoptik.de/,+49 8106 999876
Drums Familienoptiker,Zugspitzstraße,2,85591,Vaterstetten,,48.104526,11.7658393,False,65.22289412048083,31,0.08385881280780381,,
Duo Optik,Pettenkoferstraße,22,85053,Ingolstadt,,48.7555263,11.4438392,False,140.93697261795808,15,1.4987991235764004,https://www.duo-optik.de/,+49 841 66444
EURO Eyes Augenlasern,Frauenplatz,10,80331,München,,48.1382694,11.5743605,False,75.90054833716188,158,0.0172743971670215,,
Eichinger,Ringstraße,12,92339,Beilngries,,49.0333748,11.4728175,False,169.208751382612,2,0.06380667997456514,https://www.tolle-brillen.de/,
Eichinger optic art,Ringstraße,12,,,,49.0335784,11.4719992,False,169.24865046600672,2,0.06380667997456514,https://tolle-brillen.de/,
Emberger Optik,,,,,,47.7886781,11.8316723,False,33.91858490990257,7,0.0537518476731748,,
Eye Spy Optik,Feilitzschstraße,13,80802,München,,48.1616221,11.587682,False,77.46242709444478,147,0.016339783649739075,,
FUNK Optik München,Hohenzollernstraße,22a,80801,München,,48.160109,11.5824215,False,77.54299449378145,147,0.03451278303917831,https://funkeyewear.com/pages/funk-optik-store-munchen,+49 89 2877 9999
FUNK Optik Sehzentrum Kinsau,Gewerbestraße,9,86981,Kinsau,,47.8795806,10.8958214,False,100.59581502938347,4,7.10363623317352,https://www.funkoptik.com,+49 8869 9129191
Factory Pilots GmbH,,,,,,48.298058,11.623619,False,89.18011564390503,14,0.07955542045428382,,
Fegg,,,,,,47.8517609,12.1166741,False,30.085209556602067,17,0.2594118469226513,,
Fetzer Optik,Stadtplatz,6,85368,Moosburg a.d. Isar,,48.4681103,11.9357032,False,99.87486000668005,4,0.06240658031855882,https://www.fetzer-moosburg.de/augenoptik/,+49 8761 2428
Fielmann,Färberstraße,4,86633,Neuburg an der Donau,,48.7342103,11.1823753,True,147.33494032084903,3,0.024455336114801194,,
Fielmann,Stadtplatz,27,84453,Mühldorf a. Inn,,48.2420697,12.5236883,True,77.9339798538603,7,0.041045502565648324,https://www.fielmann.de/,
Fielmann,Tal,23-25,80331,München,,48.135905,11.5802401,True,75.4322719980824,158,0.11119612803256719,,
Fielmann,Weißenburger Straße,21,81667,München,,48.1285464,11.5982446,True,73.99096622518141,158,0.0680895194504962,,
Fielmann,,,,,,47.4940403,11.0908082,True,81.37082842270954,5,0.11073350526933681,,
Fielmann,Münchner Straße,42a,85221,Dachau,,48.253783,11.4401206,True,92.14088883941331,19,0.02322044439820014,,
Fielmann,Ludwigstraße,20,83435,Bad Reichenhall,,47.7243366,12.8790504,True,55.61317549997055,3,0.045538033352437036,,
Fielmann,Obere Hauptstraße,50,85354,Freising,,48.4003623,11.7432068,True,96.16346192923008,9,0.04700166566536761,https://www.fielmann.de/niederlassungen/freising/85354-obere-hauptstr-6/,+49 8161 14180
Fielmann,Maximilianstraße,17,83278,Traunstein,,47.8681327,12.6455953,True,47.81450412803896,7,0.03567586719628635,,
Fielmann,Moritzstraße,3,85049,Ingolstadt,,48.7638159,11.4241736,True,142.34583263608914,15,0.06284496014824174,,
Fielmann,Lange Zeile,15,,,,48.3080901,11.908091,True,82.86277823835779,7,0.08136910421846741,https://www.fielmann.de/niederlassungen/erding/85435-lange-zeile-15/,+49 8122 227280
Fielmann,Willy-Brandt-Platz,5,81829,München,,48.132161,11.6918286,True,70.56877853339643,122,0.06817984511492485,,
Fielmann,Marienplatz,12,82362,Weilheim in Oberbayern,,47.8395528,11.1420422,True,81.78736272525194,4,0.038992962828391174,,+49 881 9277180
Fielmann,Leopoldstraße,29,80802,München,,48.1583547,11.584669,True,77.28785579193716,148,0.020213833118921252,,
Fielmann,Hauptstraße,14,82256,Fürstenfeldbruck,,48.1782178,11.2554446,True,94.83708018766626,18,0.08817283030821897,https://www.fielmann.de/niederlassungen/fuerstenfeldbruck/82256-hauptstrasse-14/,+49 8141 347070
Fielmann,Plinganserstraße,51,81369,München,,48.1168315,11.5403468,True,75.52472509399264,159,0.10508872478576645,,
Fielmann,Sonnenstraße,1,80331,München,,48.1385776,11.5657061,True,76.3059046465986,155,0.018024489257180875,https://www.fielmann.de/niederlassungen/muenchen/80331-sonnenstrasse-1/,+49 89 593108
Fielmann - Ihr Optiker,Wittelsbacherstraße,5,82319,Starnberg,,47.9973708,11.3420105,True,76.91231029367258,6,0.07981069907103748,,+49 8151 4449660
Fischl Optometrie,Ludwigstraße,79,84524,Neuötting,,48.2407141,12.6869643,False,82.7481881476011,5,0.049762565484728856,https://www.fischl-optometrie.de/,+49 8671 70717
Fleissner Optik,Limesstraße,64,81243,München,,48.1468513,11.421421,False,83.77134919763071,61,2.8320816718510633,,
Flotzinger Augenoptik GmbH,,,,,,48.8112177,11.5022246,False,145.14776623910126,14,3.4444016623194735,,
FreudenHaus,Hohenzollernstraße,4,80801,München,,48.1594811,11.5848027,False,77.38565204709953,146,0.06969793807006804,https://www.freudenhaus.com/,+49 89 333330
FreudenHaus Optik,Odeonsplatz,15,80539,München,,48.1431368,11.5781951,False,76.17480665731308,153,0.16527454418710702,https://www.freudenhaus.com/,+49 89 333336
Fuchs,,,,,,48.5290761,11.5084825,False,115.9860991683082,5,0.13213201729340504,,
Förster,Marienplatz,13-15,82362,Weilheim in Oberbayern,,47.8393499,11.1413715,False,81.82668822437722,4,0.04122246863184885,,
Fünf Höfe Optik,Theatinerstraße,11,80333,München,,48.1402526,11.5756808,False,76.02228720508597,155,0.0775591943376104,,
Gaudek,,,,,,48.2153441,11.530939,False,84.76740270947182,113,0.15114700656367228,,
Geiger Optik,Ludwig-Thoma-Straße,48,85521,Ottobrunn,,48.0636919,11.6801921,False,64.59592430907811,49,0.35160815438385584,,
Gute Brillen,,,,,,48.1363921,11.5405178,False,77.2319032254909,158,0.08329851475203899,,
GÖB,,,,,,48.1477385,11.6051436,False,75.45818271456646,146,0.0274436937824065,,
Götz,,,,,,48.0604817,12.2325381,False,53.287451525764766,3,0.18654626627087695,,
Gück,,,,,,48.357722,11.3821265,False,104.05083346181921,3,0.2527840988295135,,
HOFMAIR OPTIK,Marktstraße,26,83646,Bad Tölz,,47.7609188,11.5591745,False,49.59130624593762,4,0.039693661629478745,https://www.hofmair-optik.de/,
Hafner,,,,,,47.8440512,12.0645746,False,29.984081606071197,17,0.8871766348417279,,
Heidelberg Augenoptik,,,,,,48.0493791,10.8763793,False,109.39867073170005,7,0.046728678522916976,,
Herder Optik,,,,,,47.711181,11.7243844,False,36.05674864415856,5,2.2910542671196175,,
Horak Optik,,,,,,48.0518511,10.8774416,False,109.45736616707667,7,0.19773117332111037,,
Hortkorn,,,,,,48.1375076,11.5754238,False,75.78568470056915,157,0.1102297377566713,,
Huber Optik,Rotter Straße,12a,85567,Grafing bei München,,48.0462886,11.9695381,False,53.545684372302325,6,0.22714506286218394,https://www.huber-optik.de/,+49 80 92 853 90 30
Hutter,,,,,,48.5274889,11.5114338,False,115.73395536630044,5,0.27996596077010516,,
Häckl,,,,,,47.8562054,12.1266924,False,30.492965527093407,17,0.06362493160531611,,
Häutle,Schleißheimer Straße,31,85221,Dachau,,48.2579846,11.4420307,False,92.43480313609648,16,0.4748106381270962,,
Hören + Sehen am Marienplatz,Marienplatz,5,,,,47.8108928,10.8971606,False,98.32346332979265,4,0.04884021710049505,https://www.hoeren-sehen.info/,+49 8861 4528
IhrSehland & Optik Pirzer,Bahnhofstraße,21,82216,Maisach,,48.2149495,11.2580063,False,97.58035687817195,13,3.985103024186899,https://ihrsehland.de/,+49 8141 94960
Individuell Optik,Rosenheimer Landstraße,69b,85521,Ottobrunn,,48.0622466,11.6634248,False,65.17691205100579,52,0.15840517012399274,,
Ischwang,,,,,,48.1486818,11.6062027,False,75.50145673638316,146,0.10361545483768639,,
John & Audrey,Sendlinger Straße,7,80331,München,,48.1358941,11.5721853,False,75.78142446191785,158,0.059367800769583874,,
Jules & Mel,Innere Wiener Straße,24,81667,München,,48.1333916,11.5937708,False,74.62262046804724,155,0.35418609105754123,,
Julinek,,,,,,47.8691887,12.6445426,False,47.83322871106595,7,0.11366213262186428,,
Jäger,,,,,,47.9990138,11.3419038,False,77.02740945464376,6,0.1301849189002779,,
KIND,Tölzer Straße,2,83607,Holzkirchen,,47.8764443,11.7006484,False,47.72345268592609,1,0.1172999443104932,,
KIND Hörgeräte & Augenoptik,,,,,,47.6792852,11.2011535,False,73.13498569200758,1,0.28860304760346983,,
KRASS Optik,,,,,,48.1284172,11.6010932,False,73.85758417471347,158,0.02666626045159593,https://www.krass-optik.com/,
KRASS Optik,,,80331,München,,48.1351614,11.581242,False,75.3217465137493,160,0.11119612803256719,,
Kammermeier,Hohenzollernstraße,18 1/2,80801,München,,48.1598635,11.5827062,False,77.50853938304346,147,0.03451278303917831,https://www.kammermeier-optik.de/,
Kanppe,,,,,,48.2049125,12.4058751,False,71.38331582786866,7,0.33174550415806126,,
Kind,Professor-Max-Lange-Platz,14,83646,Bad Tölz,,47.7588651,11.5833714,False,47.842024784940826,4,1.6617939358803981,,
Kind,,,,,,47.913361,11.4252892,False,66.48065334035128,5,0.0275783995119947,,
Kind,Bahnhofstraße,21,82377,Penzberg,,47.7508112,11.3747586,False,62.15896556580329,2,0.06877808504803946,https://www.kind.com/de-de/fachgeschaefte/Penzberg/,+49 8856 935057
Kitschenberg - Optik im Lehel,Sankt-Anna-Straße,15,80538,München,,48.1399105,11.5866204,False,75.52079463507297,154,0.13238600629326092,https://www.kitschenberg.com/,+49 89 21938832
Klaunig,,,,,,47.759371,11.7359513,False,37.73012719231042,10,5.4278636012272585,,
Kosmed,,,,,,48.138323,11.574579,False,75.89589205452177,158,0.0172743971670215,,
Krone Optik,Luitpoldstraße,2a,82211,Herrsching am Ammersee,,47.9984943,11.1777618,False,87.11674079918154,6,0.07526984094152446,https://www.krone-optik.de/,+49 8152 9614-0
Köstlin Optik,,,,,,47.9719014,11.653836,False,57.75639799965474,6,7.017826724383608,https://www.koestlin-optik.de/sauerlach.html,+49 8104 668287
Köstlin Optik,Bahnhofstraße,27,82041,Oberhaching,,48.0192,11.5867766,False,65.0033790701635,28,0.25336869984233057,,+49 89 6136036
LIDA Sehen und Aussehen,Herrnstraße,14,85368,Moosburg a.d. Isar,,48.4675779,11.9369012,False,99.80126501572089,4,0.020210603986889224,https://lida-moosburg.de/,+49 8761 2311
LOTHUS optic,Sendlinger Straße,56,80331,München,,48.1345032,11.5684197,False,75.8214676704865,156,0.022031247740839425,,
Lang,Tillyplatz,,84503,Altötting,,48.2250674,12.6764759,False,80.84771646806003,5,1.8744435749617663,https://www.hanslang.de/,
LeNi OPTIK,Josef-Frankl-Straße,62,80995,München,,48.2158331,11.5290356,False,84.89173548775508,110,0.15114700656367228,,+49 89 3148049
Lebi Optik,Lange Zeile,31,,,,48.3088218,11.9081061,False,82.94162016769603,7,0.08136910421846741,https://www.lebioptik.de/,+49 8122 900117
Leo Optik,,,,,,48.0998856,11.6315056,False,69.9637297132043,149,0.043255860654726794,https://www.leo-optik.de,
"Lindner Benno, Optik & Hörakustik",Rathausstraße,1b,83727,Schliersee,,47.7343777,11.8643913,False,28.192864219007063,9,2.6879492678765673,,+49 8026 6475
Lohhof Optik Loop,Bezirksstraße,38,85716,Unterschleißheim,,48.2820554,11.5773548,False,89.24513870015153,19,0.16869081870567673,,
Lothus Optik,Triftstraße,1,80538,München,,48.1399296,11.5884043,False,75.44635260557139,155,0.13238600629326092,https://www.lothus-optic.de,+49 89 9736 8100
Lothus optic,Reichenbachstraße,5,80469,München,,48.133808,11.5764698,False,75.40688164181479,158,0.1133122381781776,https://www.lothus-optic.de/,+49 89 32606707
Luitpold Optik,,,,,,47.8515828,12.1201405,False,30.034383086717153,17,0.2041989493813912,,
Lunettes Royal,Rosenkavalierplatz,11,81925,München,,48.151512,11.6204657,False,75.18118306325908,145,0.06460074147650445,https://www.lunettes-royal.de,
MATT,,,,,,48.0618372,12.2298576,False,53.41949341523851,3,0.1024052022020091,https://matt.de/standorte/optiker-wasserburg-am-inn/,+49 8071 40676
MATT optik,Bezirksstraße,11a,85716,Unterschleißheim,,48.2831473,11.5794358,False,89.27455761571059,18,0.03235168007262394,,
MATT optik,Herrnstraße,15,85368,Moosburg a.d. Isar,,48.4677555,11.9368429,False,99.82145885718707,4,0.020210603986889224,https://matt.de/,
MATT optik,Jugendheimweg,1,86956,Schongau,,47.8157265,10.8987552,False,98.34377248453393,4,0.5065059572840619,,
MATT optik,Rotkreuzplatz,8,80634,München,,48.1531975,11.5321366,False,79.09608111762235,150,0.1183745735694943,,
MATT optik,Ingolstädter Straße,166,80939,,,48.2024278,11.5859929,False,81.32646096832008,128,2.0281308604089623,,
Maiterth,Stadtplatz,46,84453,Mühldorf am Inn,,48.2413778,12.5238524,False,77.86591168245205,7,0.053097836383432274,,
Matikainen,Marktstraße,2,83734,Hausham,,47.7626627,11.8273614,False,32.30055061161865,10,1.5206331081239477,,
